Dept 1,Dept 2,Dept 3,Dept 4,Dept 5,ltv
62,32,17,64,80,9063
79,22,46,73,41,3689
81,22,55,23,67,5610
25,61,98,48,79,5581
27,72,68,94,4,6600
90,4,54,61,90,5940
43,8,17,52,29,5614
41,81,63,67,39,7025
22,77,97,91,87,6679
87,10,65,99,29,7176
20,55,96,15,31,6724
81,41,58,65,99,6934
1,67,34,37,20,6092
73,94,11,5,22,4973
57,49,56,91,2,7483
92,24,77,37,96,7265
81,22,4,86,85,5975
17,35,4,99,94,6468
39,79,73,45,37,5997
19,65,85,92,67,6233
86,88,72,26,24,5990
67,28,68,32,20,7016
69,73,70,36,76,0
30,19,57,72,87,5619
45,69,92,21,82,6210
81,18,43,0,77,5825
89,42,48,23,84,5749
95,47,30,3,91,5796
69,61,12,42,85,6395
91,90,32,58,65,7423
71,45,34,50,59,6105
12,43,53,41,43,4152
96,87,11,34,84,7136
17,20,90,32,63,7264
32,42,30,4,45,4644
72,61,83,9,11,6121
54,26,99,58,24,6524
6,38,62,60,46,5248
31,89,86,48,82,7099
70,89,97,63,66,7141
35,22,78,56,41,5783
46,56,75,11,45,6006
88,58,87,42,43,6701
70,87,70,11,97,4926
65,84,2,97,40,6338
83,44,3,14,36,6444
91,38,82,92,30,6326
43,25,23,25,96,6067
10,15,71,27,71,5282
39,95,41,45,68,6850
18,33,99,8,18,4669
97,98,74,6,76,6453
87,83,30,23,98,5606
65,49,63,82,16,6803
21,35,19,27,67,6103
10,61,53,89,71,5304
27,78,75,79,64,7031
74,42,68,54,45,7017
46,86,29,71,55,7717
37,3,23,64,81,4439
91,81,11,32,5,6554
55,31,73,75,36,6537
16,11,62,80,0,4715
50,11,22,62,22,4080
10,99,94,97,95,6700
94,26,24,37,9,5862
70,23,29,14,4,5828
95,42,57,99,11,6329
50,2,92,80,61,6244
34,38,91,0,34,4293
71,70,84,13,52,0
59,51,54,61,56,0
38,98,11,70,54,5346
64,90,85,58,81,8726
87,33,36,64,11,5459
56,92,92,89,67,6856
35,18,27,58,13,5664
70,44,40,96,92,6227
17,59,47,22,85,6296
43,85,75,92,3,6573
5,62,56,93,3,6003
13,89,40,19,37,6486
1,99,33,91,57,6186
59,61,98,9,83,5489
59,82,67,53,58,5565
58,13,52,48,74,6983
96,72,21,47,49,6817
97,25,12,29,89,5609
97,85,48,23,95,5544
50,13,16,22,59,4982
82,26,96,60,19,6202
15,81,18,71,59,5992
35,35,63,44,57,7125
64,58,79,30,46,493
21,64,21,40,55,6223
58,58,97,33,38,5028
59,16,46,62,53,6583
37,6,33,23,27,5591
45,20,47,6,25,4805
7,89,11,13,7,5286
42,49,56,46,7,2937
90,96,90,71,25,7526
32,57,87,49,90,6040
93,82,50,17,30,5145
41,40,80,83,36,6223
38,65,84,77,1,5828
73,60,44,88,66,0
66,32,65,37,42,6407
61,75,91,79,43,7342
26,22,35,29,13,5582
63,16,33,68,89,6018
18,38,34,75,68,0
59,36,9,33,40,5654
1,72,7,21,56,4718
13,40,29,69,66,6072
4,59,2,54,52,5403
54,63,52,35,61,3353
94,33,11,36,26,6444
12,33,70,48,94,6318
48,31,43,63,5,6680
64,77,55,45,6,6144
90,41,50,73,51,3595
0,54,81,58,82,6283
36,28,5,74,70,7183
38,2,96,94,16,5797
36,79,22,62,85,6747
64,18,70,96,1,7052
20,90,12,95,95,7129
54,0,92,1,50,5664
38,55,93,89,26,6831
75,66,7,83,66,6744
96,9,8,86,44,5984
58,78,20,79,5,6154
65,63,68,58,34,0
21,52,57,95,14,7048
72,37,91,73,2,5818
32,44,74,27,71,5533
7,41,83,25,75,5758
40,58,51,87,73,8707
2,1,25,91,98,6047
84,45,29,11,46,5503
55,40,53,74,34,5726
9,1,97,63,89,7430
65,69,64,77,43,0
60,55,63,40,61,6709
10,75,25,94,68,6579
93,94,71,75,26,6476
28,93,15,4,90,5421
37,54,7,32,74,7019
65,14,67,71,96,6868
5,35,91,74,46,5618
19,38,73,66,66,5685
34,13,41,26,10,5236
71,58,48,38,39,0
44,7,18,39,53,4759
54,83,9,42,48,7047
49,40,22,61,5,4449
68,9,42,89,89,4960
0,92,79,97,65,6144
24,1,4,54,79,5886
42,42,84,57,58,6657
91,9,25,84,69,6750
84,28,26,27,97,6406
57,25,73,2,35,5742
63,86,54,30,4,5272
7,75,84,58,41,5827
70,38,45,40,64,6557
14,95,91,16,44,9062
22,14,46,53,87,5742
59,94,83,38,6,6187
55,40,76,35,92,5585
50,6,29,94,49,6251
58,35,38,32,15,6066
27,19,29,56,92,5448
51,0,94,79,19,7249
38,79,11,66,25,5801
7,76,69,90,13,0
75,24,85,73,69,6084
21,7,35,9,38,3544
93,12,30,67,94,7195
29,74,43,76,80,5628
66,77,33,11,26,5999
91,94,70,72,70,6664
96,73,46,35,59,6541
74,45,17,87,12,5351
71,83,17,55,83,6121
1,31,4,64,7,3837
8,60,20,6,98,4994
8,22,78,95,94,5931
33,94,83,11,8,5612
44,79,55,25,79,6385
45,77,63,61,99,5804
24,89,20,74,17,5193
53,56,55,15,56,0
27,45,29,82,79,6755
76,49,24,3,4,5506
73,16,63,90,29,5932
36,47,48,98,53,5507
45,87,86,53,97,5704
60,49,24,26,71,-256
91,86,22,41,40,6242
39,14,60,78,6,6378
1,39,79,50,98,5017
57,14,59,61,66,4925
28,2,26,78,45,4878
32,36,92,87,21,5526
54,31,44,93,0,4750
52,48,0,83,63,6585
20,94,72,4,57,5735
83,69,99,28,86,6821
25,1,3,71,14,5323
88,84,74,43,26,6184
12,56,51,4,93,5542
88,12,65,10,63,5351
82,36,36,11,94,5608
77,60,13,93,87,5841
12,44,46,49,29,0
19,42,15,54,41,5863
32,98,48,47,66,6618
50,23,83,56,82,6616
48,9,78,5,83,5905
37,22,89,24,53,4828
22,53,1,91,62,6198
33,47,49,80,41,8530
90,31,59,28,48,6568
35,81,28,53,28,6045
16,19,72,81,88,5554
52,8,80,47,92,7174
53,89,29,47,30,6471
41,98,95,89,83,7503
58,26,17,91,15,5787
2,33,47,2,95,6887
45,77,19,63,79,6416
78,92,28,76,63,6765
49,51,95,32,1,5671
82,93,10,23,55,7159
24,82,59,80,66,6229
50,21,34,85,16,5992
20,3,46,97,39,5701
3,19,43,7,93,5600
26,56,49,89,65,6858
10,68,93,15,65,6182
90,53,75,12,64,5873
64,6,4,9,31,4293
37,27,76,50,14,5320
76,86,94,32,44,7320
99,53,93,49,74,6843
82,46,78,15,31,0
90,49,66,29,23,5784
65,96,90,38,65,8099
57,55,13,98,24,5640
71,45,39,86,25,6720
27,6,22,70,99,6359
3,28,63,84,82,5462
4,9,3,74,27,5622
63,25,90,23,17,5508
38,22,88,8,88,6058
49,61,92,94,81,7265
80,92,93,17,60,7053
46,95,72,64,82,6383
12,64,67,0,86,6115
30,10,99,89,85,5924
65,30,89,54,95,6606
49,33,62,66,17,5274
0,50,94,83,84,5835
92,44,63,46,60,6120
64,30,46,5,83,5827
12,36,12,7,8,3669
92,51,80,96,92,6432
24,82,59,0,2,4849
9,82,61,61,92,6574
70,69,47,20,88,7040
15,57,85,17,15,5450
38,41,66,18,73,4909
7,56,88,50,89,6017
56,99,93,63,25,6399
52,27,11,68,60,5986
52,12,10,39,1,5152
97,98,0,22,72,6053
31,79,25,91,81,6227
66,42,96,7,41,6442
1,50,99,68,70,6877
9,27,84,68,46,6007
98,51,98,99,69,8342
84,34,24,21,90,4986
92,94,16,73,19,6328
44,54,0,50,21,5726
55,19,84,21,70,5608
64,29,12,67,95,5823
38,76,29,82,72,6121
83,23,45,35,87,5749
53,19,67,42,81,5275
30,90,23,67,65,5666
29,74,2,36,90,5337
3,91,52,44,58,5174
17,82,75,16,85,4813
1,5,94,81,52,6231
79,90,68,41,91,6198
36,29,48,43,85,7004
43,72,34,60,6,3177
71,59,94,0,49,5916
68,38,36,37,13,5331
19,95,98,22,33,6176
26,30,14,14,67,4733
13,77,39,3,28,5249
79,93,43,22,82,6440
44,43,31,93,98,6196
29,69,86,40,94,7121
51,0,47,43,81,5971
95,84,90,82,80,8138
63,28,6,68,60,6350
34,6,71,14,28,5891
2,99,39,68,59,5850
39,76,15,57,76,6667
83,8,26,18,72,5759
18,31,35,48,81,0
92,97,50,69,59,7699
90,84,99,26,11,6811
30,70,86,75,53,6595
96,80,87,73,59,6826
47,3,10,19,63,3724
96,87,53,20,12,5745
36,96,1,59,58,5922
34,55,48,79,11,4321
33,35,22,47,61,5682
5,12,85,62,83,5609
0,92,32,47,62,5243
31,78,86,39,7,6837
24,80,83,95,3,5794
33,62,63,21,31,0
20,15,6,34,51,5374
71,19,10,35,76,6098
38,73,50,25,8,6094
9,78,35,17,1,5781
38,28,10,30,45,4264
32,15,80,63,72,5849
78,25,32,89,71,6600
21,58,18,50,48,5829
60,44,88,44,44,6065
83,67,73,70,6,7023
2,4,3,82,48,4989
22,59,2,68,40,4823
82,94,45,27,67,5387
77,79,41,45,76,6446
13,54,39,4,91,6376
61,87,18,63,74,6302
41,43,96,73,18,6100
79,6,76,31,13,4755
32,23,83,85,93,6595
75,35,24,77,69,6607
68,60,31,9,99,5975
99,22,37,64,93,5994
35,27,96,68,77,6396
50,20,25,41,32,5898
68,61,8,99,62,6482
54,62,28,31,19,5725
37,79,12,97,0,6107
50,61,56,90,46,0
64,55,18,32,31,4930
90,27,87,14,31,5887
35,82,69,62,48,5966
94,30,76,25,7,5351
76,88,92,94,53,7512
96,39,76,49,54,5767
56,4,95,41,89,6855
41,24,66,28,17,5221
21,5,39,5,87,6132
38,18,95,92,74,6319
22,3,58,82,2,4840
0,14,50,8,67,4571
97,31,49,99,88,6966
52,24,25,5,36,4814
51,3,20,14,79,4072
68,41,78,58,48,5893
3,39,45,23,99,6338
92,92,39,56,88,7320
33,36,69,42,34,6049
29,0,74,48,24,5565
36,88,86,91,49,7068
80,4,61,20,94,6360
84,78,89,93,6,6408
77,52,47,10,74,6257
37,75,53,90,67,6149
85,27,36,66,72,6891
24,46,22,76,1,5251
64,18,81,9,82,5735
40,64,98,18,26,5432
39,1,98,91,10,6350
1,26,79,91,39,6248
52,79,78,7,41,0
42,24,92,84,17,5948
53,33,2,16,41,5102
33,17,59,95,26,5773
13,12,85,6,3,5417
94,32,97,60,4,6666
3,83,64,74,15,6009
16,89,88,44,42,9569
83,85,83,61,43,6575
78,88,54,79,38,6724
45,36,17,85,96,5637
3,64,87,70,10,6613
79,77,37,72,42,6094
6,83,27,16,75,5703
34,29,17,11,95,5279
41,90,55,95,60,6455
8,82,50,89,20,6008
36,73,42,81,14,5969
15,9,29,58,38,4722
19,36,61,85,18,5873
50,66,67,92,28,6085
32,27,86,12,5,5177
88,95,18,94,34,6983
11,89,86,34,18,5660
39,6,3,52,36,6313
12,30,42,26,22,6283
62,98,93,71,96,6690
38,13,5,78,57,4986
82,87,76,82,40,6951
97,70,87,78,55,7794
64,38,42,49,86,5028
58,53,84,17,44,6489
76,39,16,99,2,5967
84,82,5,92,88,6479
90,6,48,16,62,6277
84,27,43,4,84,5960
82,93,0,0,70,5833
25,42,96,85,53,5792
92,64,30,2,64,6176
11,34,94,89,29,6568
64,12,40,48,74,6640
80,87,35,17,84,6016
99,18,67,67,13,5930
82,80,58,60,41,0
99,74,17,7,16,5553
89,82,66,35,66,6168
71,9,79,72,45,6434
4,38,4,0,99,6045
61,70,96,18,73,7000
72,80,89,12,33,0
23,95,75,10,84,6781
85,90,41,17,68,7091
70,82,92,99,20,7533
93,44,57,98,33,7290
72,97,19,37,68,6658
38,95,47,74,74,7050
56,41,55,27,91,5228
48,21,61,56,93,5789
95,40,19,41,1,6172
38,93,8,53,95,6121
14,83,62,96,1,5673
68,47,9,22,61,4426
67,8,68,93,29,6105
83,41,44,8,4,6643
90,75,86,29,24,7445
19,81,84,77,24,0
33,14,23,30,59,4634
75,11,39,88,46,5760
47,95,74,38,33,6373
54,50,37,68,8,7275
91,11,28,44,39,5561
78,1,10,29,26,5373
30,71,31,50,58,4678
30,48,24,74,7,5265
58,74,1,54,71,5650
23,15,96,27,45,5918
69,53,27,12,69,0
23,99,29,54,61,6434
17,29,57,26,9,5145
31,17,35,50,80,6402
84,7,68,86,34,6022
67,83,41,29,15,5021
14,73,31,71,56,5406
94,93,8,49,86,6266
62,80,86,84,92,8061
10,78,88,66,84,7025
5,3,46,72,79,4617
76,33,5,57,40,5532
26,85,77,93,80,7479
16,82,5,82,73,7091
9,22,47,48,44,4874
50,90,13,51,60,6083
91,17,10,99,91,5636
16,34,4,74,93,6195
9,17,42,65,95,5519
19,61,60,35,98,5165
4,48,63,32,32,5989
82,35,30,22,17,5545
78,82,87,98,41,6927
72,35,39,30,19,5970
26,54,98,99,22,6875
17,75,39,30,60,5043
0,47,41,25,74,5749
43,12,88,42,22,5009
0,33,61,71,22,4630
70,36,36,83,66,0
57,12,62,65,44,6054
12,17,33,82,62,6044
46,40,26,90,10,5724
42,47,85,95,29,6474
64,92,43,33,88,6624
3,99,9,23,14,5616
41,34,40,86,97,6776
94,42,24,7,3,5394
72,7,65,59,58,5387
81,74,72,34,3,5333
89,81,68,42,22,6007
25,73,30,88,92,5558
57,89,58,62,58,0
63,31,54,60,16,6110
97,25,20,3,50,5284
37,29,32,22,5,5200
77,37,38,67,8,8650
8,14,62,63,46,5947
97,90,82,66,25,6479
0,98,69,32,40,6685
27,52,51,84,11,5939
0,92,89,22,86,6397
16,22,88,39,32,4919
52,50,57,51,85,6149
89,36,56,84,20,6617
65,89,50,97,40,6323
57,9,30,76,98,5688
24,23,69,51,18,5627
33,3,62,82,8,5235
64,53,47,52,67,3192
93,75,47,10,79,5539
98,14,26,62,24,5932
66,64,51,7,51,5081
23,60,57,62,18,-2807
99,1,0,72,50,6304
55,70,36,44,65,5252
81,86,92,16,11,6383
47,90,64,97,50,7965
57,45,99,29,79,6830
85,66,79,53,71,5717
37,91,57,28,75,5571
25,37,77,55,88,6243
59,32,57,44,17,5777
56,15,60,49,29,4863
67,9,85,36,40,6246
69,42,6,28,88,5556
90,6,83,69,55,7277
87,75,40,17,64,6806
39,87,37,17,77,5749
79,33,82,2,66,7062
30,67,18,44,85,6087
77,41,50,80,90,6619
79,17,36,23,60,5257
60,73,80,74,83,7263
18,85,56,64,92,5850
67,21,83,0,22,4893
39,8,98,70,85,6431
62,68,23,40,37,6151
47,77,87,91,70,7904
17,84,5,21,79,6454
6,32,32,92,0,5753
24,41,6,92,95,6287
29,70,27,6,67,5423
56,18,14,93,17,5814
14,8,51,43,34,5666
42,21,2,8,76,5432
75,70,78,8,46,6190
28,63,36,78,22,6483
27,53,42,29,81,6064
29,79,14,90,30,6595
28,54,72,16,4,5548
0,10,49,90,31,4521
68,55,68,26,60,493
25,60,94,70,41,6953
87,88,16,89,48,6629
93,89,14,64,0,5530
70,79,45,94,68,8088
71,9,19,48,48,5101
80,81,88,70,81,6358
84,32,34,3,50,7357
61,61,34,22,69,-256
99,38,27,24,78,5648
75,9,97,55,97,7173
19,4,19,11,83,5256
95,75,8,47,58,5947
87,86,43,81,47,6944
22,1,63,45,42,5111
89,23,35,5,57,5698
64,26,84,78,78,6872
38,50,54,89,38,9653
20,87,3,90,72,7179
72,56,95,81,35,6919
78,33,80,60,86,7154
3,94,23,61,15,6207
68,0,90,18,12,6128
36,49,48,51,95,6234
25,90,91,49,0,5081
33,95,35,2,21,6773
93,76,30,94,66,7952
85,25,5,66,28,6094
96,46,19,90,55,7193
49,74,45,27,1,5225
23,25,0,68,72,4964
45,63,35,82,46,2039
8,63,2,29,66,4871
86,44,88,33,76,5490
73,75,73,26,93,7171
14,9,89,93,33,4677
14,64,76,86,25,0
8,83,31,35,33,5696
43,85,21,86,54,6447
79,47,91,41,17,6364
74,84,61,74,49,0
77,3,30,24,19,5911
88,40,44,26,72,5686
22,25,35,2,34,5010
91,20,14,16,54,4413
18,72,98,22,32,7032
11,70,59,79,2,5959
35,29,74,30,36,6001
66,59,16,94,9,5715
91,77,28,94,16,7074
96,23,85,86,82,7425
90,51,4,88,97,6304
46,22,24,89,17,5093
32,24,15,27,83,6106
42,60,90,30,86,6808
52,8,53,70,16,6968
18,68,37,82,13,5653
1,69,20,47,76,4917
82,33,75,7,20,5906
18,83,8,66,0,5433
50,91,44,19,31,5872
46,24,91,13,67,6509
25,53,96,9,27,5854
72,71,78,18,40,0
31,70,47,23,93,6434
8,49,15,13,65,5482
89,66,53,31,14,5064
83,13,84,74,50,5091
94,22,23,37,68,6241
28,18,47,13,70,5639
35,71,57,55,50,6432
10,34,37,53,37,0
77,82,37,7,9,6473
6,11,14,52,70,4686
2,68,25,85,50,5962
92,6,82,38,52,5398
78,96,31,0,79,6093
98,97,4,19,44,6171
52,39,41,4,87,6574
42,72,9,83,12,4951
85,7,71,21,23,4706
44,65,46,39,49,5813
98,87,36,41,94,7111
10,41,59,88,18,7888
56,19,77,49,10,6412
40,39,61,56,4,6176
38,34,43,27,6,5274
78,26,10,64,43,5689
18,62,34,16,13,4775
44,15,28,89,79,5515
76,39,34,54,91,6038
97,77,82,22,23,7168
87,74,53,18,84,6475
57,6,49,78,6,6467
78,35,51,2,78,6511
75,47,29,82,64,0
53,89,6,23,71,6458
98,12,82,84,26,6020
9,76,70,9,77,5615
58,99,82,19,63,5724
90,83,61,86,72,7491
64,72,95,7,79,7477
20,79,16,83,86,7562
36,24,42,97,39,6147
2,98,20,78,84,5749
71,1,51,33,65,6267
46,57,89,43,23,7284
38,81,40,26,93,6110
60,63,87,45,27,5743
38,18,28,60,73,5268
95,81,82,73,54,7467
37,44,4,65,98,5586
26,33,79,47,74,5756
84,43,52,2,49,6301
81,3,73,34,4,5030
22,22,28,73,9,4954
83,29,48,88,18,7166
41,9,92,99,88,6778
27,99,71,12,80,6401
32,93,88,39,13,6262
3,60,93,53,17,6111
18,4,26,44,14,4527
85,7,59,9,87,4931
60,35,79,50,30,6797
19,6,66,83,44,5502
39,2,98,85,63,7382
18,60,74,6,41,5236
40,68,98,47,31,5830
69,81,76,58,70,7851
24,73,29,94,51,5507
48,10,42,8,37,5310
38,3,38,66,25,4830
53,95,59,53,62,6685
68,2,0,71,20,5238
44,49,0,39,73,6091
48,85,53,43,26,5582
44,55,99,56,94,7241
40,9,33,71,71,5789
25,30,82,77,73,5854
28,22,38,26,75,5574
37,72,29,76,45,4519
91,97,21,7,9,5999
29,90,54,61,96,7146
42,37,36,71,61,6014
55,84,14,52,38,5429
57,51,33,56,72,0
78,8,7,84,53,6191
83,1,30,22,79,6112
40,68,53,75,37,5642
93,13,72,21,51,6605
21,9,23,47,93,6391
45,7,51,14,35,4581
12,3,69,73,48,4513
69,61,15,39,96,5298
11,6,88,23,54,5126
63,84,36,51,14,6972
75,40,50,66,53,0
79,7,84,57,9,4803
32,92,82,94,61,6792
11,41,32,34,14,4684
3,16,89,13,83,6561
81,2,23,90,67,7614
85,77,19,67,51,5759
99,95,96,84,11,6243
64,54,58,52,18,5896
68,4,19,89,69,6535
61,51,16,59,26,5062
48,47,22,21,21,3797
43,96,61,51,92,6179
34,31,78,40,83,5517
25,7,48,14,14,5328
52,23,4,14,58,4939
67,43,31,23,46,6349
13,16,29,85,26,4743
71,48,3,50,1,5784
66,33,29,26,32,6168
9,50,74,69,31,5642
46,11,5,27,22,4617
18,21,20,81,59,4840
86,66,2,75,13,5146
63,98,18,51,32,5991
26,92,61,34,76,7866
66,8,85,40,70,6427
42,83,63,32,44,6563
4,11,27,74,60,5156
17,11,67,29,91,4508
17,47,49,68,4,5282
65,36,40,38,24,5582
33,56,34,25,14,4677
38,86,37,67,97,6028
3,39,21,28,63,4301
83,23,59,14,34,5416
69,30,34,24,53,5707
90,52,15,42,97,6512
62,99,92,96,21,7009
50,88,68,72,85,8000
37,40,62,41,96,5292
3,65,65,95,20,5355
92,84,29,77,30,7325
90,37,1,13,97,6352
9,10,13,82,64,6282
4,98,41,33,78,6213
44,75,52,90,90,7006
69,71,55,50,56,6085
83,12,36,72,19,5687
51,82,90,12,65,6686
99,22,42,70,82,6609
51,3,34,86,69,6930
84,11,58,81,38,7810
90,28,63,73,29,4031
86,36,64,83,53,4668
86,58,26,51,12,5829
0,32,9,77,89,5481
65,45,53,70,90,5725
22,87,40,15,64,6316
1,82,22,10,73,5866
47,34,43,50,3,5330
57,12,67,58,73,6486
70,78,95,46,64,7342
95,48,91,59,35,6942
1,93,7,82,12,5471
62,79,33,82,69,8164
84,95,71,92,53,7262
33,17,2,62,50,6280
15,20,97,44,43,6784
65,11,46,2,66,5367
29,73,69,60,92,5563
80,94,53,97,2,7371
48,8,58,24,61,7020
30,62,46,64,40,5980
36,65,63,9,63,6608
49,30,23,7,98,5308
49,73,15,35,73,5838
16,46,63,32,83,5738
64,69,92,88,94,7380
40,27,53,43,0,4726
82,53,36,45,69,7206
19,67,57,13,15,5694
97,14,99,85,75,7320
63,59,84,3,25,5612
38,86,53,57,45,5075
36,12,1,2,34,4571
59,14,52,72,73,6712
8,65,22,97,18,5887
34,88,17,55,41,6141
40,18,35,88,59,5799
63,15,28,80,54,5540
75,14,87,44,11,6398
57,78,71,24,90,6864
42,18,0,80,70,5180
64,30,14,71,55,6232
23,69,44,34,86,6314
15,25,82,94,47,6383
76,43,75,98,33,6845
90,50,52,74,49,6551
88,1,65,45,10,4758
46,0,12,66,14,5559
51,46,13,88,21,6136
80,13,42,72,57,5983
42,37,25,87,76,5680
10,18,66,55,95,5664
44,98,47,66,84,7250
93,24,99,26,67,6554
21,75,25,69,2,5132
69,35,9,3,89,5455
28,59,46,17,31,0
1,20,40,95,25,4276
2,71,17,38,15,4300
84,16,30,8,15,5651
7,82,89,45,47,8725
42,28,24,16,39,3598
19,27,72,20,98,5970
44,2,20,42,15,5632
82,78,65,23,86,5383
25,60,34,6,70,5396
14,3,51,86,62,5926
43,86,30,43,52,5935
9,12,50,36,65,5189
86,48,91,83,36,6980
24,83,62,28,22,7977
56,32,22,66,69,8995
45,2,66,49,52,5626
72,86,49,76,80,8231
8,62,52,79,57,5647
42,30,78,24,40,4980
62,13,47,27,32,6160
91,75,54,68,43,5869
56,90,0,50,4,5617
22,71,71,34,89,6279
62,72,88,76,14,6622
91,94,29,75,30,6941
38,2,73,17,6,5216
46,54,39,50,46,6385
84,91,7,9,38,5596
28,79,97,42,38,6688
82,85,79,75,62,7502
38,31,2,46,98,5658
1,89,6,3,76,5330
6,30,66,53,70,5100
71,31,90,40,77,7009
76,11,11,94,93,7164
52,35,82,90,90,6755
71,7,26,57,82,6227
30,98,36,87,62,6307
49,40,86,68,75,5927
60,18,43,85,58,6401
41,79,91,29,47,0
57,70,2,96,81,6309
94,88,94,96,5,6204
10,50,5,24,33,4885
46,16,22,74,79,5355
28,8,0,70,56,5274
29,9,20,97,29,5657
36,80,90,28,96,6962
97,84,87,14,89,6276
72,58,81,6,19,5497
6,14,97,17,27,4606
7,6,58,38,64,5594
0,94,71,25,16,5519
5,3,53,62,65,5371
87,23,35,18,32,6109
2,80,54,3,84,6381
58,47,10,15,39,5287
96,8,47,24,47,5499
33,53,39,36,95,5618
55,19,78,79,34,5783
57,47,42,47,74,5668
51,77,33,76,76,9212
68,64,41,97,11,7017
46,43,81,48,66,6354
64,54,16,88,78,6131
51,10,57,67,87,6514
18,66,28,91,79,6660
60,45,73,75,6,6335
35,11,41,59,58,6196
88,40,27,90,46,6957
51,68,55,57,39,6265
74,76,15,36,75,7746
73,18,6,45,4,4393
19,27,70,52,6,4635
58,25,67,40,20,5789
34,98,14,49,25,5201
15,93,76,17,8,5941
31,25,69,1,54,5130
11,67,87,27,5,5677
20,57,74,88,20,5161
0,76,79,73,81,6027
42,3,44,98,85,6185
45,92,42,51,32,5786
36,76,55,40,85,5865
10,52,63,19,91,4967
75,86,91,39,34,5395
49,8,37,5,77,6235
56,0,37,88,37,6738
16,30,83,23,31,5814
74,16,34,86,71,6758
65,3,67,98,55,5721
35,10,99,84,91,6451
45,30,51,70,76,7402
26,20,57,2,33,4945
25,15,97,88,31,5406
29,7,14,99,21,5278
96,60,88,42,2,6211
9,29,51,21,0,3926
65,23,66,71,45,6333
87,35,74,91,27,6125
62,41,26,55,16,7699
51,58,97,81,65,7887
19,86,96,7,65,7033
19,54,13,59,68,5499
75,72,3,91,1,6049
7,28,53,2,46,5562
59,44,82,24,51,6744
35,42,79,56,54,7256
79,86,50,38,43,5468
95,89,66,56,63,7264
6,69,81,67,20,0
99,18,90,3,77,5657
18,5,96,13,75,5842
64,92,67,22,2,5547
68,13,42,90,89,5328
74,82,69,39,28,6761
87,55,37,7,86,7053
2,77,8,56,4,4606
75,45,2,47,42,5864
51,80,77,55,0,5431
19,84,90,83,79,6140
65,88,19,54,47,6769
98,96,68,59,65,7002
74,81,63,89,25,7572
9,15,43,44,66,5621
50,56,41,53,83,6238
91,99,82,7,92,7005
87,75,14,6,88,7573
88,99,86,32,50,7434
98,18,56,28,71,5957
15,86,75,15,41,8168
49,81,62,93,38,6159
47,68,39,1,29,5182
44,16,81,12,46,6352
76,88,10,76,73,6785
87,36,77,67,54,5891
63,82,53,35,49,6163
11,67,82,65,57,6975
7,51,98,62,39,6524
8,82,0,48,86,6348
85,93,49,59,96,6932
7,45,8,45,79,5789
11,4,90,41,11,5956
85,75,17,79,71,6392
67,25,74,68,32,6117
83,96,20,48,88,7794
11,34,29,35,76,4806
89,8,83,97,69,8874
17,80,94,56,4,5720
78,77,40,0,5,4910
96,28,69,14,58,7121
76,45,15,75,78,5830
89,94,31,52,25,6637
4,81,98,54,72,7034
69,96,34,1,35,6237
27,29,11,64,67,6205
14,61,89,92,64,6441
67,40,11,4,70,5889
13,41,95,73,6,5768
47,61,89,19,46,0
41,94,19,70,90,7378
68,84,66,47,33,5852
14,88,91,37,63,5580
72,76,60,25,46,5918
34,69,43,34,83,5350
12,75,56,61,68,6524
68,95,50,82,59,5667
16,56,98,25,85,6032
96,42,25,40,61,5783
10,19,76,51,39,6338
27,96,14,85,53,5676
43,14,46,22,65,5428
0,97,78,45,23,7073
59,59,79,73,75,6143
37,56,1,38,67,5388
34,86,7,43,6,5565
72,64,20,73,77,0
10,19,15,79,51,5576
69,60,12,65,38,6709
94,77,43,36,72,6042
45,49,26,22,88,5961
50,38,81,48,89,5444
15,6,51,47,45,5911
75,68,94,65,54,6848
1,7,7,97,93,5812
97,50,7,56,87,6159
58,70,74,62,17,5518
32,5,18,58,19,6557
37,33,24,25,82,7093
8,55,30,35,99,6130
57,85,18,6,3,5053
25,35,44,28,38,5612
39,33,97,86,26,7541
60,45,83,71,10,6800
15,16,47,51,45,5056
53,45,12,18,6,3751
54,92,30,23,63,5950
57,59,64,88,76,6551
33,51,20,95,38,6166
17,11,32,35,72,5094
71,66,21,64,93,6400
67,97,75,85,88,8296
18,13,22,79,70,6685
54,12,87,43,17,5884
77,84,79,79,46,5867
77,90,91,5,89,6953
27,61,56,33,7,6553
30,55,36,6,6,5446
35,87,90,80,59,6568
25,32,96,35,54,6677
12,72,26,82,37,6533
2,9,1,22,53,5446
1,84,24,79,51,5372
8,15,42,7,47,5064
31,16,83,47,74,6846
83,68,45,18,71,6318
47,14,61,2,54,4066
0,83,51,67,28,5125
39,12,32,51,3,5588
80,36,33,15,9,5448
62,44,85,91,91,6350
65,90,63,51,39,5100
91,60,86,79,42,6385
43,28,1,42,31,5130
54,89,1,79,45,6470
62,81,69,25,28,6098
54,97,5,87,40,6003
69,30,71,90,25,5523
54,21,29,47,44,5981
60,95,3,23,64,6420
26,25,89,33,87,6185
46,21,77,45,31,5501
27,37,61,40,14,6422
2,90,62,34,23,8986
59,57,19,95,29,5842
77,95,7,65,4,6045
81,71,71,19,54,0
91,49,87,21,14,5519
33,83,1,95,93,7156
71,14,13,88,51,7008
2,46,72,8,23,5641
81,5,4,67,83,5012
72,81,54,91,4,5899
74,11,7,41,32,5705
